,alpha,performance,capacity,method
11922,0.95,5.732055435176245,6.0,rewire
11923,1.0,4.28964248868204,7.0,rewire
11924,1.05,1.9859169845273923,3.0,rewire
11925,1.1,1.3672370501665954,3.0,rewire
11926,1.2,1.383018685428266,3.0,rewire
11927,1.3,1.0487111784298653,0.0,rewire
11928,1.4,0.9649538339015477,0.0,rewire
11929,1.5,0.8226317849380484,0.0,rewire
11930,2.0,0.5168640674937758,0.0,rewire
11931,2.5,0.4417996978152846,0.0,rewire
11932,3.0,0.5303779677554232,0.0,rewire
11933,3.5,0.4245965948376791,0.0,rewire
11934,0.3,4.525122094201765,6.0,rewire
11935,0.5,4.838489985482155,5.0,rewire
11936,0.7,5.344018495557839,5.0,rewire
11937,0.8,5.698210596022479,5.0,rewire
11938,0.9,5.9740686133683845,5.0,rewire
11939,0.95,5.8815885291956445,5.0,rewire
11940,1.0,4.251858737297199,7.0,rewire
11941,1.05,1.1394652420515483,3.0,rewire
11942,1.1,1.7864337532563972,3.0,rewire
11943,1.2,1.128171434786439,8.0,rewire
11944,1.3,1.0823658124242523,0.0,rewire
11945,1.4,0.9780523463701284,0.0,rewire
11946,1.5,0.8328626621343401,0.0,rewire
11947,2.0,0.6176486051197603,0.0,rewire
11948,2.5,0.4750904303909205,0.0,rewire
11949,3.0,0.477833852265239,0.0,rewire
11950,3.5,0.3565869522553582,0.0,rewire
11951,0.3,4.521166152191835,6.0,rewire
11952,0.5,4.840051702187707,5.0,rewire
11953,0.7,5.318739417760425,5.0,rewire
11954,0.8,5.777789219515128,5.0,rewire
11955,0.9,5.970368018377591,5.0,rewire
11956,0.95,5.8413304034613605,5.0,rewire
11957,1.0,4.447678474072157,5.0,rewire
11958,1.05,1.165913833368031,4.0,rewire
11959,1.1,1.4487321559187338,3.0,rewire
11960,1.2,1.2376635230061652,3.0,rewire
11961,1.3,1.0298727355750104,0.0,rewire
11962,1.4,0.9721317885757934,0.0,rewire
11963,1.5,0.8304515118867903,0.0,rewire
11964,2.0,0.5368851017273149,0.0,rewire
11965,2.5,0.4704574631437051,0.0,rewire
11966,3.0,0.4039167937549292,0.0,rewire
11967,3.5,0.3782185093199477,0.0,rewire
11968,0.3,4.530566809965888,6.0,rewire
11969,0.5,4.840534951713861,5.0,rewire
11970,0.7,5.357209094725162,5.0,rewire
11971,0.8,5.86042718535994,5.0,rewire
11972,0.9,6.5443729733741645,5.0,rewire
11973,0.95,5.886545213888689,5.0,rewire
11974,1.0,4.322194100062019,7.0,rewire
11975,1.05,2.0746266750252347,4.0,rewire
11976,1.1,1.2475470596984577,3.0,rewire
11977,1.2,1.1943076708534,8.0,rewire
11978,1.3,1.0430037554779266,0.0,rewire
11979,1.4,0.9761542685325042,0.0,rewire
11980,1.5,0.8340704433090095,0.0,rewire
11981,2.0,0.5179077995852608,0.0,rewire
11982,2.5,0.4438162172397364,0.0,rewire
11983,3.0,0.4380411748628997,0.0,rewire
11984,3.5,0.3610605624332593,0.0,rewire
11985,0.3,4.535693325366386,6.0,rewire
11986,0.5,4.840293822252274,5.0,rewire
11987,0.7,5.365346815528093,5.0,rewire
11988,0.8,5.7496634642627376,5.0,rewire
11989,0.9,6.0539447280269245,5.0,rewire
11990,0.95,5.778130828885168,5.0,rewire
11991,1.0,4.524431483155395,5.0,rewire
11992,1.05,2.058668151858459,14.0,rewire
11993,1.1,1.2148990764662742,13.0,rewire
11994,1.2,1.1709058743699727,8.0,rewire
11995,1.3,1.0472223252631148,0.0,rewire
11996,1.4,0.959320264765894,0.0,rewire
11997,1.5,0.8280920808554384,0.0,rewire
11998,2.0,0.5447833705427255,0.0,rewire
11999,2.5,0.4706313578854817,0.0,rewire
12000,3.0,0.4093129069831213,0.0,rewire
12001,3.5,0.3336605056849395,0.0,rewire
12002,0.3,4.550374749828863,6.0,rewire
12003,0.5,4.829867715586992,5.0,rewire
12004,0.7,5.318956854444201,5.0,rewire
12005,0.8,5.764160958319798,5.0,rewire
12006,0.9,6.030258720816111,5.0,rewire
12007,0.95,5.831328132285229,5.0,rewire
12008,1.0,4.450133582024753,5.0,rewire
12009,1.05,2.1082675597704847,8.0,rewire
12010,1.1,1.1749854982887349,5.0,rewire
12011,1.2,1.184649007867827,8.0,rewire
12012,1.3,1.031649378914483,0.0,rewire
12013,1.4,0.9854009390242112,0.0,rewire
12014,1.5,0.8242716908125537,0.0,rewire
12015,2.0,0.5394469537353581,0.0,rewire
12016,2.5,0.4545036202207646,0.0,rewire
12017,3.0,0.463441422924813,0.0,rewire
12018,3.5,0.4168388323943595,0.0,rewire
12019,0.3,4.538921969101914,6.0,rewire
12020,0.5,4.8334511801659685,5.0,rewire
12021,0.7,5.377879766596698,5.0,rewire
12022,0.8,6.162415550598894,6.0,rewire
12023,0.9,6.738865849128022,6.0,rewire
12024,0.95,6.507430454425277,6.0,rewire
12025,1.0,4.417735210357682,5.0,rewire
12026,1.05,1.323307222927205,3.0,rewire
12027,1.1,1.2236888863556166,4.0,rewire
12028,1.2,1.1710223683876264,8.0,rewire
12029,1.3,1.0382511553104776,0.0,rewire
12030,1.4,0.9718091846765348,0.0,rewire
12031,1.5,0.8257909022423127,0.0,rewire
12032,2.0,0.543486221953772,0.0,rewire
12033,2.5,0.4425325092414305,0.0,rewire
12034,3.0,0.3971928018923679,0.0,rewire
12035,3.5,0.3214790171436421,0.0,rewire
12036,0.3,4.527697187630161,6.0,rewire
12037,0.5,4.835313598959212,5.0,rewire
12038,0.7,5.475735559005307,5.0,rewire
12039,0.8,6.186059532992072,6.0,rewire
12040,0.9,6.79942146838308,6.0,rewire
12041,0.95,6.5324760112243645,6.0,rewire
12042,1.0,4.921635841680101,5.0,rewire
12043,1.05,2.0930498897511303,14.0,rewire
12044,1.1,1.231733205541342,3.0,rewire
12045,1.2,1.2060069184270372,8.0,rewire
12046,1.3,1.0476817432316106,0.0,rewire
12047,1.4,0.9638445136485344,0.0,rewire
12048,1.5,0.8527099148801218,0.0,rewire
12049,2.0,0.5435076686007891,0.0,rewire
12050,2.5,0.4932171818724764,0.0,rewire
12051,3.0,0.3161924017935172,0.0,rewire
12052,3.5,0.354739359636153,0.0,rewire
12053,0.3,4.53837418163965,6.0,rewire
12054,0.5,4.820805253675105,5.0,rewire
12055,0.7,5.334401010200332,5.0,rewire
12056,0.8,5.757036558384352,5.0,rewire
12057,0.9,6.1361153123950585,5.0,rewire
12058,0.95,5.809474787363164,5.0,rewire
12059,1.0,4.4720282410328105,5.0,rewire
12060,1.05,2.086970591882781,8.0,rewire
12061,1.1,1.223569561034942,13.0,rewire
12062,1.2,1.1699349110013746,8.0,rewire
12063,1.3,1.0307647295327351,0.0,rewire
12064,1.4,0.973693580383072,0.0,rewire
12065,1.5,0.8296401319138813,0.0,rewire
12066,2.0,0.4116844030769669,0.0,rewire
12067,2.5,0.4768314515339484,0.0,rewire
12068,3.0,0.4284819205158972,0.0,rewire
12069,3.5,0.3819935395502142,0.0,rewire
12070,0.3,4.537021894172013,6.0,rewire
12071,0.5,4.817851176414056,5.0,rewire
12072,0.7,5.374841949559457,5.0,rewire
12073,0.8,5.90688401550264,5.0,rewire
12074,0.9,6.42633316175005,5.0,rewire
12075,0.95,5.955611416178686,5.0,rewire
12076,1.0,4.384309758886553,5.0,rewire
12077,1.05,2.0811136641966788,14.0,rewire
12078,1.1,1.789603565043353,3.0,rewire
12079,1.2,1.181694080681455,8.0,rewire
12080,1.3,1.0308674494779777,0.0,rewire
12081,1.4,0.972797962672445,0.0,rewire
12082,1.5,0.8437811718685109,0.0,rewire
12083,2.0,0.5223049055997936,0.0,rewire
12084,2.5,0.4807805742950928,0.0,rewire
12085,3.0,0.423793839293285,0.0,rewire
12086,3.5,0.3510907882311894,0.0,rewire
12087,0.3,4.54696003386016,6.0,rewire
12088,0.5,4.834600954142069,5.0,rewire
12089,0.7,5.324606504888153,5.0,rewire
12090,0.8,5.752299049162402,5.0,rewire
12091,0.9,6.127665498024374,5.0,rewire
12092,0.95,5.9580435729666,5.0,rewire
12093,1.0,4.296554250620014,5.0,rewire
12094,1.05,2.0463088698117966,4.0,rewire
12095,1.1,1.261014902198778,3.0,rewire
12096,1.2,1.1500813963014216,8.0,rewire
12097,1.3,1.085229585880077,0.0,rewire
12098,1.4,0.9823082414435051,0.0,rewire
12099,1.5,0.849188945877001,0.0,rewire
12100,2.0,0.5430995151704988,0.0,rewire
12101,2.5,0.4327896399318096,0.0,rewire
12102,3.0,0.3964384199634404,0.0,rewire
12103,3.5,0.4039593989678951,0.0,rewire
12104,0.3,4.546515625852752,6.0,rewire
12105,0.5,4.835996123750809,5.0,rewire
12106,0.7,5.393532048454732,5.0,rewire
12107,0.8,5.951274125395593,5.0,rewire
12108,0.9,6.611234296368019,5.0,rewire
12109,0.95,5.848047613614415,5.0,rewire
12110,1.0,4.2697280616469255,7.0,rewire
12111,1.05,1.9218288832561252,3.0,rewire
12112,1.1,1.2419920737150991,3.0,rewire
12113,1.2,1.1654699976257026,8.0,rewire
12114,1.3,1.0435202066417977,0.0,rewire
12115,1.4,0.9656632080058284,0.0,rewire
12116,1.5,0.8486292576060915,0.0,rewire
12117,2.0,0.5194814423659984,0.0,rewire
12118,2.5,0.4924035096002186,0.0,rewire
12119,3.0,0.3887949244349091,0.0,rewire
12120,3.5,0.3807828763384938,0.0,rewire
12121,0.3,4.5464934776225805,6.0,rewire
12122,0.5,4.82799110435967,5.0,rewire
12123,0.7,5.36416231065103,5.0,rewire
12124,0.8,5.745795897878086,5.0,rewire
12125,0.9,6.228399736266359,5.0,rewire
12126,0.95,5.817564317729737,5.0,rewire
12127,1.0,4.334764409480989,7.0,rewire
12128,1.05,1.5385756208790755,3.0,rewire
12129,1.1,1.2791395815850086,3.0,rewire
12130,1.2,1.208981953368105,3.0,rewire
12131,1.3,1.0527795735924423,0.0,rewire
12132,1.4,0.9841532838902722,0.0,rewire
12133,1.5,0.8423977868838308,0.0,rewire
12134,2.0,0.5663807770824496,0.0,rewire
12135,2.5,0.4989084155967273,0.0,rewire
12136,3.0,0.3577243600579265,0.0,rewire
12137,3.5,0.3528926124997804,0.0,rewire
12138,0.3,4.530041461986923,6.0,rewire
12139,0.5,4.838345222985158,5.0,rewire
12140,0.7,5.346765770262144,5.0,rewire
12141,0.8,5.811661019878375,5.0,rewire
12142,0.9,6.22561742200281,5.0,rewire
12143,0.95,5.732055435176245,6.0,rewire
12144,1.0,4.28964248868204,7.0,rewire
12145,1.05,1.9859169845273923,3.0,rewire
12146,1.1,1.3672370501665954,3.0,rewire
12147,1.2,1.383018685428266,3.0,rewire
12148,1.3,1.0487111784298653,0.0,rewire
12149,1.4,0.9649538339015477,0.0,rewire
12150,1.5,0.8226317849380484,0.0,rewire
12151,2.0,0.5168640674937758,0.0,rewire
12152,2.5,0.4417996978152846,0.0,rewire
12153,3.0,0.5303779677554232,0.0,rewire
12154,3.5,0.4245965948376791,0.0,rewire
12155,0.3,4.551847173553553,6.0,rewire
12156,0.5,4.833283076612672,5.0,rewire
12157,0.7,5.3366053322276255,5.0,rewire
12158,0.8,5.812616575894811,5.0,rewire
12159,0.9,6.051452363714403,5.0,rewire
12160,0.95,5.79711305735031,5.0,rewire
12161,1.0,4.933796671568111,5.0,rewire
12162,1.05,2.0466499729772987,13.0,rewire
12163,1.1,1.165746337106301,3.0,rewire
12164,1.2,1.151877874128285,8.0,rewire
12165,1.3,1.05409572169533,0.0,rewire
12166,1.4,0.9841390088295788,0.0,rewire
12167,1.5,0.8545315284821482,0.0,rewire
12168,2.0,0.5581138119474549,0.0,rewire
12169,2.5,0.4987909533724823,0.0,rewire
12170,3.0,0.4233352888244434,0.0,rewire
12171,3.5,0.3808218663594144,0.0,rewire
12172,0.3,4.527697187630161,6.0,rewire
12173,0.5,4.835313598959212,5.0,rewire
12174,0.7,5.475735559005307,5.0,rewire
12175,0.8,6.186059532992072,6.0,rewire
12176,0.9,6.79942146838308,6.0,rewire
12177,0.95,6.5324760112243645,6.0,rewire
12178,1.0,4.921635841680101,5.0,rewire
12179,1.05,2.0930498897511303,14.0,rewire
12180,1.1,1.231733205541342,3.0,rewire
12181,1.2,1.2060069184270372,8.0,rewire
12182,1.3,1.0476817432316106,0.0,rewire
12183,1.4,0.9638445136485344,0.0,rewire
12184,1.5,0.8527099148801218,0.0,rewire
12185,2.0,0.5435076686007891,0.0,rewire
12186,2.5,0.4932171818724764,0.0,rewire
12187,3.0,0.3161924017935172,0.0,rewire
12188,3.5,0.354739359636153,0.0,rewire
12189,0.3,4.544260587811945,6.0,rewire
12190,0.5,4.813583022466658,5.0,rewire
12191,0.7,5.365475941679553,5.0,rewire
12192,0.8,5.834873268796323,5.0,rewire
12193,0.9,6.359083788409294,5.0,rewire
12194,0.95,6.246379567541253,5.0,rewire
12195,1.0,4.324665159062814,5.0,rewire
12196,1.05,2.124498762718519,4.0,rewire
12197,1.1,1.6432265390963785,3.0,rewire
12198,1.2,1.148386380169529,8.0,rewire
12199,1.3,1.0595252881216737,0.0,rewire
12200,1.4,0.9704004125172592,0.0,rewire
12201,1.5,0.8463178901030479,0.0,rewire
12202,2.0,0.5212227615414059,0.0,rewire
12203,2.5,0.4850847186876181,0.0,rewire
12204,3.0,0.377579544636686,0.0,rewire
12205,3.5,0.3477874867601273,0.0,rewire
12206,0.3,4.5261561781009325,6.0,rewire
12207,0.5,4.839176662680218,5.0,rewire
12208,0.7,5.348146723552878,5.0,rewire
12209,0.8,5.769177378207077,5.0,rewire
12210,0.9,6.556715937595447,6.0,rewire
12211,0.95,6.0500907371265695,5.0,rewire
12212,1.0,4.446709177362919,5.0,rewire
12213,1.05,2.109753637227287,14.0,rewire
12214,1.1,1.3221295739166945,3.0,rewire
12215,1.2,1.187312852602921,8.0,rewire
12216,1.3,1.034317287165322,0.0,rewire
12217,1.4,0.9874812505980788,0.0,rewire
12218,1.5,0.8462608742174061,0.0,rewire
12219,2.0,0.5318977933030016,0.0,rewire
12220,2.5,0.4348358157886799,0.0,rewire
12221,3.0,0.4471219740581217,0.0,rewire
12222,3.5,0.4105508483082918,0.0,rewire
12223,0.3,4.53292811142996,6.0,rewire
12224,0.5,4.8195871917172095,5.0,rewire
12225,0.7,5.338532353819906,5.0,rewire
12226,0.8,5.906223633826532,5.0,rewire
12227,0.9,6.64463634154695,6.0,rewire
12228,0.95,5.86631973593147,5.0,rewire
12229,1.0,4.340339515202253,8.0,rewire
12230,1.05,2.0868407238590048,14.0,rewire
12231,1.1,1.3760847863694032,3.0,rewire
12232,1.2,1.1953285973617382,8.0,rewire
12233,1.3,1.11252507810693,0.0,rewire
12234,1.4,0.9960129021816756,0.0,rewire
12235,1.5,0.8419993616238529,0.0,rewire
12236,2.0,0.5674849709211883,0.0,rewire
12237,2.5,0.5140345428382582,0.0,rewire
12238,3.0,0.4133491758524675,0.0,rewire
12239,3.5,0.3964110523784028,0.0,rewire
12240,0.3,4.534909341799183,6.0,rewire
12241,0.5,4.834824768283677,5.0,rewire
12242,0.7,5.373070529321367,5.0,rewire
12243,0.8,6.186903857424123,6.0,rewire
12244,0.9,6.640750285561913,5.0,rewire
12245,0.95,6.398100760437177,6.0,rewire
12246,1.0,4.363570565105297,7.0,rewire
12247,1.05,2.0431752498736064,14.0,rewire
12248,1.1,1.1743718782122416,11.0,rewire
12249,1.2,1.1503156527217928,8.0,rewire
12250,1.3,1.0381702199488547,0.0,rewire
12251,1.4,1.0052962111785475,0.0,rewire
12252,1.5,0.8258754324513183,0.0,rewire
12253,2.0,0.582843984815766,0.0,rewire
12254,2.5,0.4887160158917005,0.0,rewire
12255,3.0,0.3299937046624424,0.0,rewire
12256,3.5,0.2681867484190741,0.0,rewire
12257,0.3,4.525244071711515,6.0,rewire
12258,0.5,4.824030369944658,5.0,rewire
12259,0.7,5.361935621485608,5.0,rewire
12260,0.8,5.868410950217742,5.0,rewire
12261,0.9,6.257488732873729,5.0,rewire
12262,0.95,6.124632901619711,5.0,rewire
12263,1.0,4.346308229697231,6.0,rewire
12264,1.05,1.6344903075189503,3.0,rewire
12265,1.1,1.228910387807126,3.0,rewire
12266,1.2,1.1933503131249747,8.0,rewire
12267,1.3,1.0434630698814624,0.0,rewire
12268,1.4,0.9469367309920392,0.0,rewire
12269,1.5,0.7970724788942687,0.0,rewire
12270,2.0,0.5083764517924494,0.0,rewire
12271,2.5,0.4789013814973212,0.0,rewire
12272,3.0,0.4411867633951093,0.0,rewire
12273,3.5,0.4185115842006051,0.0,rewire
12274,0.3,4.542560275053134,6.0,rewire
12275,0.5,4.830409727369642,5.0,rewire
12276,0.7,5.437984611880882,5.0,rewire
12277,0.8,5.777235622769505,5.0,rewire
12278,0.9,6.026881527836736,5.0,rewire
12279,0.95,6.005744247586291,5.0,rewire
12280,1.0,4.409088855092565,5.0,rewire
12281,1.05,1.190618515838474,3.0,rewire
12282,1.1,1.2560282481227631,3.0,rewire
12283,1.2,1.2398644103752865,3.0,rewire
12284,1.3,1.051924094621042,0.0,rewire
12285,1.4,0.9740392794455712,0.0,rewire
12286,1.5,0.8387075514498943,0.0,rewire
12287,2.0,0.5225043513565389,0.0,rewire
12288,2.5,0.4367122557463439,0.0,rewire
12289,3.0,0.4006214293340948,0.0,rewire
12290,3.5,0.2656411391227782,0.0,rewire
12291,0.3,4.5464934776225805,6.0,rewire
12292,0.5,4.82799110435967,5.0,rewire
12293,0.7,5.36416231065103,5.0,rewire
12294,0.8,5.745795897878086,5.0,rewire
12295,0.9,6.228399736266359,5.0,rewire
12296,0.95,5.817564317729737,5.0,rewire
12297,1.0,4.334764409480989,7.0,rewire
12298,1.05,1.5385756208790755,3.0,rewire
12299,1.1,1.2791395815850086,3.0,rewire
12300,1.2,1.208981953368105,3.0,rewire
12301,1.3,1.0527795735924423,0.0,rewire
12302,1.4,0.9841532838902722,0.0,rewire
12303,1.5,0.8423977868838308,0.0,rewire
12304,2.0,0.5663807770824496,0.0,rewire
12305,2.5,0.4989084155967273,0.0,rewire
12306,3.0,0.3577243600579265,0.0,rewire
12307,3.5,0.3528926124997804,0.0,rewire
12308,0.3,4.546515625852752,6.0,rewire
12309,0.5,4.835996123750809,5.0,rewire
12310,0.7,5.393532048454732,5.0,rewire
12311,0.8,5.951274125395593,5.0,rewire
12312,0.9,6.611234296368019,5.0,rewire
12313,0.95,5.848047613614415,5.0,rewire
12314,1.0,4.2697280616469255,7.0,rewire
12315,1.05,1.9218288832561252,3.0,rewire
12316,1.1,1.2419920737150991,3.0,rewire
12317,1.2,1.1654699976257026,8.0,rewire
12318,1.3,1.0435202066417977,0.0,rewire
12319,1.4,0.9656632080058284,0.0,rewire
12320,1.5,0.8486292576060915,0.0,rewire
12321,2.0,0.5194814423659984,0.0,rewire
12322,2.5,0.4924035096002186,0.0,rewire
12323,3.0,0.3887949244349091,0.0,rewire
12324,3.5,0.3807828763384938,0.0,rewire
12325,0.3,4.53837418163965,6.0,rewire
12326,0.5,4.820805253675105,5.0,rewire
12327,0.7,5.334401010200332,5.0,rewire
12328,0.8,5.757036558384352,5.0,rewire
12329,0.9,6.1361153123950585,5.0,rewire
12330,0.95,5.809474787363164,5.0,rewire
12331,1.0,4.4720282410328105,5.0,rewire
12332,1.05,2.086970591882781,8.0,rewire
12333,1.1,1.223569561034942,13.0,rewire
12334,1.2,1.1699349110013746,8.0,rewire
12335,1.3,1.0307647295327351,0.0,rewire
12336,1.4,0.973693580383072,0.0,rewire
12337,1.5,0.8296401319138813,0.0,rewire
12338,2.0,0.4116844030769669,0.0,rewire
12339,2.5,0.4768314515339484,0.0,rewire
12340,3.0,0.4284819205158972,0.0,rewire
12341,3.5,0.3819935395502142,0.0,rewire
12342,0.3,4.524619825664793,6.0,rewire
12343,0.5,4.841199206314298,5.0,rewire
12344,0.7,5.351367764359165,5.0,rewire
12345,0.8,5.839727309196813,5.0,rewire
12346,0.9,6.049950571860611,5.0,rewire
12347,0.95,5.941753572876481,5.0,rewire
12348,1.0,4.607555993032048,5.0,rewire
12349,1.05,2.0341801400123143,13.0,rewire
12350,1.1,1.243881741266903,3.0,rewire
12351,1.2,1.1659917680334713,8.0,rewire
12352,1.3,1.0574015343326368,0.0,rewire
12353,1.4,0.9768805149553864,0.0,rewire
12354,1.5,0.8182756607046486,0.0,rewire
12355,2.0,0.5275010884867405,0.0,rewire
12356,2.5,0.4058063678079994,0.0,rewire
12357,3.0,0.3764590399440949,0.0,rewire
12358,3.5,0.3613122093221956,0.0,rewire
12359,0.3,4.537021894172013,6.0,rewire
12360,0.5,4.817851176414056,5.0,rewire
12361,0.7,5.374841949559457,5.0,rewire
12362,0.8,5.90688401550264,5.0,rewire
12363,0.9,6.42633316175005,5.0,rewire
12364,0.95,5.955611416178686,5.0,rewire
12365,1.0,4.384309758886553,5.0,rewire
12366,1.05,2.0811136641966788,14.0,rewire
12367,1.1,1.789603565043353,3.0,rewire
12368,1.2,1.181694080681455,8.0,rewire
12369,1.3,1.0308674494779777,0.0,rewire
12370,1.4,0.972797962672445,0.0,rewire
12371,1.5,0.8437811718685109,0.0,rewire
12372,2.0,0.5223049055997936,0.0,rewire
12373,2.5,0.4807805742950928,0.0,rewire
12374,3.0,0.423793839293285,0.0,rewire
12375,3.5,0.3510907882311894,0.0,rewire
12376,0.3,4.546370289463851,6.0,rewire
12377,0.5,4.825040901476978,5.0,rewire
12378,0.7,5.342140908450636,5.0,rewire
12379,0.8,5.861315634112555,5.0,rewire
12380,0.9,6.737622059214605,6.0,rewire
12381,0.95,6.434875411600989,6.0,rewire
12382,1.0,4.524288281669698,5.0,rewire
12383,1.05,2.105906672900064,14.0,rewire
12384,1.1,1.4739028238151484,3.0,rewire
12385,1.2,1.224621842540922,3.0,rewire
12386,1.3,1.0441437354815244,0.0,rewire
12387,1.4,0.9706079262152372,0.0,rewire
12388,1.5,0.8316311368093309,0.0,rewire
12389,2.0,0.5810910800404638,0.0,rewire
12390,2.5,0.4495843717217718,0.0,rewire
12391,3.0,0.299830114730732,0.0,rewire
12392,3.5,0.3567631827176611,0.0,rewire
12393,0.3,4.5150935450320615,6.0,rewire
12394,0.5,4.834231884669483,5.0,rewire
12395,0.7,5.348576070290093,5.0,rewire
12396,0.8,5.699219205203451,5.0,rewire
12397,0.9,6.1769897771712845,5.0,rewire
12398,0.95,5.981744106783729,5.0,rewire
12399,1.0,4.517515360582032,5.0,rewire
12400,1.05,2.108159506920656,14.0,rewire
12401,1.1,2.030427601278584,3.0,rewire
12402,1.2,1.2143080220186837,3.0,rewire
12403,1.3,1.0473217517061069,0.0,rewire
12404,1.4,0.9787528375828204,0.0,rewire
12405,1.5,0.8407534459760564,0.0,rewire
12406,2.0,0.5424846238817685,0.0,rewire
12407,2.5,0.4029638597170855,0.0,rewire
12408,3.0,0.4540341745645979,0.0,rewire
12409,3.5,0.3730796373103378,0.0,rewire
12410,0.3,4.531504920406716,6.0,rewire
12411,0.5,4.835367946082832,5.0,rewire
12412,0.7,5.350169745577866,5.0,rewire
12413,0.8,5.724550250895929,5.0,rewire
12414,0.9,6.062662824993491,5.0,rewire
12415,0.95,5.9773805679199015,5.0,rewire
12416,1.0,4.398152283310207,5.0,rewire
12417,1.05,1.5613054288173174,3.0,rewire
12418,1.1,1.4625077618866145,3.0,rewire
12419,1.2,1.1556773935612008,3.0,rewire
12420,1.3,1.0399317214929644,0.0,rewire
12421,1.4,0.9740243780908776,0.0,rewire
12422,1.5,0.8253638737978536,0.0,rewire
12423,2.0,0.5575476927956249,0.0,rewire
12424,2.5,0.4328247258099401,0.0,rewire
12425,3.0,0.3746603047917344,0.0,rewire
12426,3.5,0.4367256340647601,0.0,rewire
12427,0.3,4.546515625852752,6.0,rewire
12428,0.5,4.835996123750809,5.0,rewire
12429,0.7,5.393532048454732,5.0,rewire
12430,0.8,5.951274125395593,5.0,rewire
12431,0.9,6.611234296368019,5.0,rewire
12432,0.95,5.848047613614415,5.0,rewire
12433,1.0,4.2697280616469255,7.0,rewire
12434,1.05,1.9218288832561252,3.0,rewire
12435,1.1,1.2419920737150991,3.0,rewire
12436,1.2,1.1654699976257026,8.0,rewire
12437,1.3,1.0435202066417977,0.0,rewire
12438,1.4,0.9656632080058284,0.0,rewire
12439,1.5,0.8486292576060915,0.0,rewire
12440,2.0,0.5194814423659984,0.0,rewire
12441,2.5,0.4924035096002186,0.0,rewire
12442,3.0,0.3887949244349091,0.0,rewire
12443,3.5,0.3807828763384938,0.0,rewire
12444,0.3,4.551847173553553,6.0,rewire
12445,0.5,4.833283076612672,5.0,rewire
12446,0.7,5.3366053322276255,5.0,rewire
12447,0.8,5.812616575894811,5.0,rewire
12448,0.9,6.051452363714403,5.0,rewire
12449,0.95,5.79711305735031,5.0,rewire
12450,1.0,4.933796671568111,5.0,rewire
12451,1.05,2.0466499729772987,13.0,rewire
12452,1.1,1.165746337106301,3.0,rewire
12453,1.2,1.151877874128285,8.0,rewire
12454,1.3,1.05409572169533,0.0,rewire
12455,1.4,0.9841390088295788,0.0,rewire
12456,1.5,0.8545315284821482,0.0,rewire
12457,2.0,0.5581138119474549,0.0,rewire
12458,2.5,0.4987909533724823,0.0,rewire
12459,3.0,0.4233352888244434,0.0,rewire
12460,3.5,0.3808218663594144,0.0,rewire
12461,0.3,4.530599766258213,6.0,rewire
12462,0.5,4.842231540681929,5.0,rewire
12463,0.7,5.301763499895383,5.0,rewire
12464,0.8,5.847198281579262,5.0,rewire
12465,0.9,6.215323332973508,5.0,rewire
12466,0.95,5.885440728814398,5.0,rewire
12467,1.0,4.39394429732048,5.0,rewire
12468,1.05,2.1079101391045096,14.0,rewire
12469,1.1,1.6728183638118093,3.0,rewire
12470,1.2,1.1648013789035505,8.0,rewire
12471,1.3,1.0354888538425642,0.0,rewire
12472,1.4,0.9599058317361212,0.0,rewire
12473,1.5,0.833290485511299,0.0,rewire
12474,2.0,0.531440034336142,0.0,rewire
12475,2.5,0.428175350380239,0.0,rewire
12476,3.0,0.4647932482633591,0.0,rewire
12477,3.5,0.4117168685129302,0.0,rewire
12478,0.3,4.531504920406716,6.0,rewire
12479,0.5,4.835367946082832,5.0,rewire
12480,0.7,5.350169745577866,5.0,rewire
12481,0.8,5.724550250895929,5.0,rewire
12482,0.9,6.062662824993491,5.0,rewire
12483,0.95,5.9773805679199015,5.0,rewire
12484,1.0,4.398152283310207,5.0,rewire
12485,1.05,1.5613054288173174,3.0,rewire
12486,1.1,1.4625077618866145,3.0,rewire
12487,1.2,1.1556773935612008,3.0,rewire
12488,1.3,1.0399317214929644,0.0,rewire
12489,1.4,0.9740243780908776,0.0,rewire
12490,1.5,0.8253638737978536,0.0,rewire
12491,2.0,0.5575476927956249,0.0,rewire
12492,2.5,0.4328247258099401,0.0,rewire
12493,3.0,0.3746603047917344,0.0,rewire
12494,3.5,0.4367256340647601,0.0,rewire
12495,0.3,4.538921969101914,6.0,rewire
12496,0.5,4.8334511801659685,5.0,rewire
12497,0.7,5.377879766596698,5.0,rewire
12498,0.8,6.162415550598894,6.0,rewire
12499,0.9,6.738865849128022,6.0,rewire
12500,0.95,6.507430454425277,6.0,rewire
12501,1.0,4.417735210357682,5.0,rewire
12502,1.05,1.323307222927205,3.0,rewire
12503,1.1,1.2236888863556166,4.0,rewire
12504,1.2,1.1710223683876264,8.0,rewire
12505,1.3,1.0382511553104776,0.0,rewire
12506,1.4,0.9718091846765348,0.0,rewire
12507,1.5,0.8257909022423127,0.0,rewire
12508,2.0,0.543486221953772,0.0,rewire
12509,2.5,0.4425325092414305,0.0,rewire
12510,3.0,0.3971928018923679,0.0,rewire
12511,3.5,0.3214790171436421,0.0,rewire
12512,0.3,4.541194932720616,6.0,rewire
12513,0.5,4.839730739958515,5.0,rewire
12514,0.7,5.344947270255734,5.0,rewire
12515,0.8,5.818801018912739,5.0,rewire
